ref_hash,obj
1069066119870904979_sc,246600.66345034377
1069066119870904979_st,94593.19319541755
1070673984959261173_sc,255703.6719426305
1070673984959261173_st,136718.29071015355
1071701264087131067_sc,243886.4050054872
1071701264087131067_st,70657.66828575172
1076086792264173440_sc,145920.82998414445
1076086792264173440_st,86330.6237125
1078063581723896055_sc,139622.18950008784
1078063581723896055_st,84061.72321680594
1078643268919016184_sc,234436.21706653506
1078643268919016184_st,239442.15009671904
1080074517463091765_sc,148708.02681419547
1080074517463091765_st,92129.68274407358
108091152851614035_sc,249688.7330473969
108091152851614035_st,64505.27840142483
1082062519835461489_sc,249388.28452938763
1082062519835461489_st,87097.84243318137
1083324672128707147_sc,255289.49772056428
1083324672128707147_st,42092.54050872079
1084673948755476350_sc,253564.8858762447
1084673948755476350_st,72541.5561144664
108675559753870541_sc,248865.37300079686
108675559753870541_st,76210.00710098272
1090348823218637154_sc,251335.14112969147
1090348823218637154_st,89585.67699304101
1091213713572176533_sc,246148.97366152672
1091213713572176533_st,237142.19330298825
1092578651697005865_sc,246148.97366152672
1092578651697005865_st,237142.19330298825
109389620877102250_sc,171757.45246332456
109389620877102250_st,42694.074537343724
1095130837096278807_sc,146319.92193218783
1095130837096278807_st,118887.34448202403
1097690588650818183_sc,139728.33262344895
1097690588650818183_st,58325.91017862107
1098333517628887771_sc,212898.63622159665
1098333517628887771_st,240158.6332556329
1098698655660153317_sc,252379.9396029801
1098698655660153317_st,41437.66473442521
1100694657931150169_sc,140239.22522766914
1100694657931150169_st,100232.94441500281
1102680423242413676_sc,8631.616493789497
1102680423242413676_st,80541.72915814836
1106971792117053344_sc,243534.14277624586
1106971792117053344_st,246118.2114777015
1108571703275362862_sc,254093.5142784995
1108571703275362862_st,118235.66453336258
1109716870153151001_sc,252651.24752486983
1109716870153151001_st,34386.72121015924
1110652558277138855_sc,140906.83738693377
1110652558277138855_st,87144.79761410243
1111065470587874091_sc,253198.14127155548
1111065470587874091_st,35041.194088354496
111177788438165194_sc,215262.0844784745
111177788438165194_st,100842.89528716405
1113913537041480485_sc,114367.96318658574
1113913537041480485_st,49300.895378927744
1114026657194419748_sc,255350.59985084448
1114026657194419748_st,46527.92148111897
1114323564105303141_sc,154251.39004770157
1114323564105303141_st,80427.58642335173
1114508230319864946_sc,115835.83788783502
1114508230319864946_st,79965.91369542919
1115138041376043539_sc,61500.69975475277
1115138041376043539_st,85707.25048176653
1117590669569321964_sc,132013.15905675248
1117590669569321964_st,85733.34334445206
1117811498061299916_sc,249616.48542224476
1117811498061299916_st,45958.86515688827
1118296407046663101_sc,205889.1423643796
1118296407046663101_st,46342.10686535615
1119031235556320896_sc,131298.13274302418
1119031235556320896_st,7375.6599815013915
11222455493472018_sc,245919.1652511343
11222455493472018_st,34654.97423642556
1123499146680162742_sc,105703.60227021272
1123499146680162742_st,76017.28525197582
1126070781577415060_sc,100551.07614276109
1126070781577415060_st,76203.39854604422
1126877271043713659_sc,246148.97366152672
1126877271043713659_st,237142.19330298825
1128648311587971120_sc,247912.33023940696
1128648311587971120_st,32015.27178581713
1128814228344083814_sc,249026.87487713282
1128814228344083814_st,34180.20634388562
1129766292147277557_sc,101068.69021835036
1129766292147277557_st,57263.84699008605
1131546864431701911_sc,249678.90356880907
1131546864431701911_st,76816.97027033579
1136031752303953778_sc,249255.07576998998
1136031752303953778_st,73071.67215651636
1136471390576544145_sc,246600.66345034377
1136471390576544145_st,89781.41075655766
1137626983589975828_sc,53554.41484762712
1137626983589975828_st,129821.969435376
1145009605155104884_sc,248487.64431877938
1145009605155104884_st,70792.11277857746
1149958127364605785_sc,254050.6069599592
1149958127364605785_st,86807.03945149454
1151346651469575337_sc,228380.50475517305
1151346651469575337_st,146790.47392552858
1153540947733791830_sc,246600.66345034377
1153540947733791830_st,72138.50219015719
1156275031468463136_sc,246148.97366152672
1156275031468463136_st,237142.19330298825
1156694545460335017_sc,249222.23375462994
1156694545460335017_st,25178.330788162762
115885348859837276_sc,249317.49391655423
115885348859837276_st,35986.35955320597
1159207938497285892_sc,132351.4081655343
1159207938497285892_st,105432.67983628779
1160971248791325717_sc,252856.0135480755
1160971248791325717_st,67179.57787577288
1161843904632575594_sc,246148.97366152672
1161843904632575594_st,237142.19330298825
1167633864786053186_sc,246148.97366152672
1167633864786053186_st,136778.8764473544
1168157541031578455_sc,249388.28452938763
1168157541031578455_st,78107.03863146054
1170926351229275807_sc,247912.33023940696
1170926351229275807_st,32015.27178581713
1175385689997483703_sc,249616.48542224476
1175385689997483703_st,72185.12423799268
1175791667336060650_sc,209770.411102922
1175791667336060650_st,241853.09699690435
1176502947759067386_sc,254881.14014719764
1176502947759067386_st,239442.15009671904
1176818370378839086_sc,245747.71770094815
1176818370378839086_st,94793.70427085759
1179211379479512284_sc,230265.25673132407
1179211379479512284_st,73726.39636984751
1186516249413150404_sc,63993.82522797342
1186516249413150404_st,239786.31740381522
1187615102176685882_sc,246586.27952177238
1187615102176685882_st,82935.80463803635
1187995611677437206_sc,249317.49391655423
1187995611677437206_st,79893.20406101923
1190424870217036395_sc,146616.68518701504
1190424870217036395_st,64231.38936594068
1191960282997642823_sc,246148.97366152672
1191960282997642823_st,237142.19330298825
1194162776830151855_sc,116416.07359023213
1194162776830151855_st,97074.29934192199
1199641757841499367_sc,256301.40070539588
1199641757841499367_st,34687.87556689206
1200899806989014770_sc,254872.43582731904
1200899806989014770_st,242254.75285318666
1204574205636847942_sc,185541.8059788091
1204574205636847942_st,70096.90871595898
1205014055416064598_sc,248167.9428012178
1205014055416064598_st,81561.06515574544
1206234638304930993_sc,246148.97366152672
1206234638304930993_st,237142.19330298825
1207737003178589247_sc,250101.41148033954
1207737003178589247_st,60688.10789763818
1209201922567589129_sc,246600.66345034377
1209201922567589129_st,78580.273166531
1209266135065312559_sc,249583.43928309475
1209266135065312559_st,87150.92807760047
1209684448831341752_sc,86694.84316791844
1209684448831341752_st,94910.50747018287
1216484723925399897_sc,102660.0971135922
1216484723925399897_st,34501.66981213292
1216551715294982491_sc,146510.8125854328
1216551715294982491_st,160600.67652748674
122031620643150233_sc,251948.94439610976
122031620643150233_st,57019.64255404086
1225293060838887434_sc,37132.67530871453
1225293060838887434_st,87410.54531407329
1227457012435462438_sc,146175.7675050489
1227457012435462438_st,237142.19330298825
1229609562842818924_sc,246600.66345034377
1229609562842818924_st,94593.19319541755
1231413972006880331_sc,250916.07111318244
1231413972006880331_st,237266.826708176
1232605060713570544_sc,246148.97366152672
1232605060713570544_st,152730.24250249966
1233658583417535945_sc,97557.06038656701
1233658583417535945_st,91170.53815243654
1234527712464722201_sc,257397.18613488847
1234527712464722201_st,46657.12225096749
1236618452781354742_sc,250876.38597029052
1236618452781354742_st,36165.26919971868
123979484119113285_sc,249185.32260780115
123979484119113285_st,30903.402114402063
1248297595627780685_sc,74774.92754556825
1248297595627780685_st,63322.7624495144
125102898244387791_sc,108199.1684228855
125102898244387791_st,95414.03003297471
1251678112439909237_sc,252326.13799761375
1251678112439909237_st,41959.00154317071
1251711610192393941_sc,245940.0225577477
1251711610192393941_st,74868.99533800328
1252375118134913744_sc,248903.9620638823
1252375118134913744_st,34447.59556037235
1253893505327217043_sc,249616.48542224476
1253893505327217043_st,43495.170353375885
1257211796115020351_sc,247912.33023940696
1257211796115020351_st,32015.27178581713
1260244248473048882_sc,242271.18585117412
1260244248473048882_st,37519.05610049484
1264022936299507076_sc,87439.05586193003
1264022936299507076_st,39291.77592883672
1265362887592424102_sc,246148.97366152672
1265362887592424102_st,237142.19330298825
126760379585103536_sc,164505.7215425879
126760379585103536_st,66648.55182143819
1268668663105484535_sc,246600.66345034377
1268668663105484535_st,81001.54585778262
1268988768599406958_sc,86543.12715366455
1268988768599406958_st,237370.9870204676
1269617022810318893_sc,256270.48717691464
1269617022810318893_st,95693.20376099435
12710129175666777_sc,228888.77254082938
12710129175666777_st,98179.53886482117
127181479361225903_sc,246148.97366152672
127181479361225903_st,237142.19330298825
1280782500667332514_sc,178078.21671209738
1280782500667332514_st,57974.14575765345
1281391375697256626_sc,249388.28452938763
1281391375697256626_st,90068.15884362286
1281554246271544540_sc,147495.74127775326
1281554246271544540_st,72280.67529870982
1283079572748604544_sc,254274.86716170685
1283079572748604544_st,99831.69099713063
1284329121151747079_sc,147345.78297732718
1284329121151747079_st,237142.19330298825
1286394024293955508_sc,202061.21702680583
1286394024293955508_st,63690.26134466907
12880076216702587_sc,254658.7171059861
12880076216702587_st,67693.62269382185
1289461437081782083_sc,248734.7220198607
1289461437081782083_st,28335.868232835524
1293570292730365189_sc,249616.48542224476
1293570292730365189_st,86958.98701103921
1293698919678093585_sc,252826.56991094185
1293698919678093585_st,103740.24192007116
1295673566983281594_sc,146173.067099526
1295673566983281594_st,95936.63440275785
12977391562678610_sc,253217.8499375354
12977391562678610_st,92186.26991359613
1299921942054010422_sc,96985.47746026878
1299921942054010422_st,34807.5461936624
130079406502638965_sc,152323.80912833347
130079406502638965_st,39235.2403971099
1301976825595357150_sc,249678.90356880907
1301976825595357150_st,60808.57161855856
1302737911806151146_sc,246148.97366152672
1302737911806151146_st,237142.19330298825
1307116007931231623_sc,253446.05083039252
1307116007931231623_st,119990.89890836258
1310258515916187559_sc,207244.18257769904
1310258515916187559_st,240158.6332556329
1311716395227719150_sc,249616.48542224476
1311716395227719150_st,60261.38870558861
1311884661988038994_sc,146254.2850725393
1311884661988038994_st,237142.19330298825
1313615473299479354_sc,253698.91714831907
1313615473299479354_st,239756.9773993506
1313764485732247479_sc,246600.66345034377
1313764485732247479_st,72138.50219015719
1315792885380883436_sc,243010.13873374066
1315792885380883436_st,95208.51167136495
1319359126470626650_sc,255167.88870739337
1319359126470626650_st,66347.42208690666
1319530529617838683_sc,256925.48511379966
1319530529617838683_st,72390.7501460965
1319647639949654011_sc,247939.74190836068
1319647639949654011_st,35487.9137822881
1320285155686563936_sc,193846.97311879485
1320285155686563936_st,39952.05159740172
1320698541748474698_sc,208292.2345719041
1320698541748474698_st,61749.80853874581
1321931638565151894_sc,256434.05660290236
1321931638565151894_st,87220.42580437461
1325299270880328289_sc,254821.3876854957
1325299270880328289_st,134033.35238778513
1327834472616354686_sc,298050.7618045544
1327834472616354686_st,29337.105637658635
1328371665987429740_sc,256063.1562814287
1328371665987429740_st,93346.11085673702
1334979714748379384_sc,251561.97492559406
1334979714748379384_st,238746.84818195488
1337817839840024265_sc,249616.48542224476
1337817839840024265_st,56004.83333314877
133862296273929010_sc,101370.36494037558
133862296273929010_st,72482.54030745153
1339357409349811507_sc,252718.719762247
1339357409349811507_st,43990.581061089455
1340306399366036773_sc,257875.9617908714
1340306399366036773_st,94515.18784166341
134252899899870481_sc,113911.21920065016
134252899899870481_st,237722.08062783952
1343304896887941153_sc,246904.9150009655
1343304896887941153_st,72199.64671973407
1343610696446705241_sc,26272.793880967034
1343610696446705241_st,40853.374176566336
1343846973671863229_sc,145535.69450996473
1343846973671863229_st,73007.5548193401
1344094560572816090_sc,256893.16468631235
1344094560572816090_st,86704.17607065223
1346626463765194606_sc,245883.59716523386
1346626463765194606_st,155971.83003478617
1352341197795597622_sc,248802.95485423255
1352341197795597622_st,93610.60113249868
135238190226173630_sc,101819.93416716362
135238190226173630_st,237266.826708176
1353263670976574129_sc,141177.80615582358
1353263670976574129_st,106745.5058162475
13538278622181869_sc,116382.71735212074
13538278622181869_st,45024.42920378206
1357410736932166810_sc,144228.53461794968
1357410736932166810_st,158539.31413702335
1358413347723403971_sc,246148.97366152672
1358413347723403971_st,237142.19330298825
1362414875645754903_sc,146563.9098001841
1362414875645754903_st,79567.73547057393
1363698198585598240_sc,254793.4135058905
1363698198585598240_st,241686.14096929168
1364647366087403809_sc,97057.86829058045
1364647366087403809_st,121832.68016303031
1368635821614525643_sc,246148.97366152672
1368635821614525643_st,237142.19330298825
1368648383437916310_sc,140329.4325624555
1368648383437916310_st,35025.57918243617
1377832923059903066_sc,66287.7147841619
1377832923059903066_st,61784.649636167116
1379699859413237664_sc,133338.04775156284
1379699859413237664_st,36107.50519297504
1380962370594749522_sc,256099.7579799103
1380962370594749522_st,50943.959809180735
1382829534454032345_sc,94301.77312338998
1382829534454032345_st,237393.27818843917
1385715509195499069_sc,249678.90356880907
1385715509195499069_st,77761.71425315399
1387114378850828264_sc,248903.9620638823
1387114378850828264_st,83705.27540791385
1389885607828963485_sc,249616.48542224476
1389885607828963485_st,94383.4502053783
1394811243445482525_sc,246148.97366152672
1394811243445482525_st,138808.60099257974
1395269098318536492_sc,148259.92094104047
1395269098318536492_st,34349.09785489608
1400075890161845268_sc,241474.78497684564
1400075890161845268_st,98339.77901694641
1400708258671251084_sc,186922.12641648893
1400708258671251084_st,79218.56891847054
1401236653722021257_sc,139538.73246840457
1401236653722021257_st,237337.95233836584
1404411859457035750_sc,149140.03740261358
1404411859457035750_st,156217.93687904577
1404448451510586910_sc,136319.88880517427
1404448451510586910_st,33522.35975879808
1405078374337581334_sc,212313.64813591324
1405078374337581334_st,37291.61993538171
1405787563688548883_sc,185418.99074092077
1405787563688548883_st,72664.61594221593
1405946286287450031_sc,248651.4599927696
1405946286287450031_st,86549.01249284469
1407405697773200982_sc,148135.72213670856
1407405697773200982_st,158397.14719623385
1409860811222483843_sc,223908.78830550177
1409860811222483843_st,42956.58340275593
1410718164519785502_sc,146726.85974722268
1410718164519785502_st,28985.52923604121
141185236309213124_sc,148259.92094104047
141185236309213124_st,38611.97880152861
1414751606152167615_sc,249521.0211365305
1414751606152167615_st,77658.52203705406
1415274408925640121_sc,251511.88306397427
1415274408925640121_st,158719.11676860228
1416278477638614719_sc,249388.28452938763
1416278477638614719_st,54574.39065397729
1419354839057038471_sc,113800.39657658174
1419354839057038471_st,74500.06461628215
1432518504296468150_sc,106974.11176319238
1432518504296468150_st,94505.54928094386
1435877564557012951_sc,148324.35844104044
1435877564557012951_st,32015.27178581713
143620778860167232_sc,146175.7675050489
143620778860167232_st,99925.48156587873
1437959286938859386_sc,151136.06142242285
1437959286938859386_st,236274.11764509353
1437969918229546366_sc,251912.05777528792
1437969918229546366_st,235889.98935561982
1440198406831417758_sc,155721.40436321922
1440198406831417758_st,82310.77955315984
1442246240574869187_sc,252960.94783370922
1442246240574869187_st,82860.43726652836
1443196661695947486_sc,61707.57985195957
1443196661695947486_st,63778.66578294547
144510415764152026_sc,254312.57970124585
144510415764152026_st,88638.66637994027
1448251469825515781_sc,230207.2026816572
1448251469825515781_st,42671.97369647784
144858825658199154_sc,140471.02133491193
144858825658199154_st,31932.07453340885
1448618883257823284_sc,245919.1652511343
1448618883257823284_st,42034.35262142376
1455406734324235174_sc,152992.11004286396
1455406734324235174_st,97754.18035744541
1456159922209789941_sc,152588.66191434988
1456159922209789941_st,235889.98935561982
1458575463379897371_sc,246904.9150009655
1458575463379897371_st,73201.5225445104
146206268035953838_sc,248290.05034051483
146206268035953838_st,88669.94258990772
1462310992362977115_sc,249255.07576998998
1462310992362977115_st,44461.310994409956
1462631094364743739_sc,90846.58292475826
1462631094364743739_st,88326.02124730284
1462900288741887152_sc,256699.58023033885
1462900288741887152_st,92604.47115924324
146349373354039130_sc,132138.4091623505
146349373354039130_st,121059.63142053949
1463737277041413876_sc,246600.66345034377
1463737277041413876_st,94451.02008686491
1466387357519076668_sc,255012.81850674722
1466387357519076668_st,86312.03368132567
1469112136497229420_sc,245591.37060827718
1469112136497229420_st,43857.588356664724
1469891437001939430_sc,79767.75757540906
1469891437001939430_st,92141.87924122234
1471369522643687852_sc,65656.8627472136
1471369522643687852_st,60204.75880224344
1474374544316597063_sc,108352.62731493506
1474374544316597063_st,237576.92848968162
1474838723237605457_sc,251760.86041823606
1474838723237605457_st,35138.002608136085
1477883150977764521_sc,232144.58661520187
1477883150977764521_st,81503.56718549867
1479681329485066994_sc,247251.9407246489
1479681329485066994_st,78452.7945174689
148388802174309925_sc,249688.7330473969
148388802174309925_st,69755.35295800974
1484551776661218764_sc,-4124.404414847597
1484551776661218764_st,24363.895766222315
1485566267036074672_sc,228841.97719042515
1485566267036074672_st,239442.15009671904
1485585519590186498_sc,248802.95485423255
1485585519590186498_st,76870.46989199534
1485710806967558837_sc,246600.66345034377
1485710806967558837_st,71817.88343560908
1490775021605137609_sc,249616.48542224476
1490775021605137609_st,73723.40137615058
149145192403446337_sc,249616.48542224476
149145192403446337_st,74943.91383268232
1491766937226493605_sc,246148.97366152672
1491766937226493605_st,237142.19330298825
1495680085352673226_sc,201924.33540625786
1495680085352673226_st,73473.39404076354
1496724042025426431_sc,249636.60208681834
1496724042025426431_st,82496.55118960838
1497128270570315821_sc,45380.80790234688
1497128270570315821_st,31785.922170717364
1503622930668825341_sc,251418.0955363503
1503622930668825341_st,46126.304014593865
1505582288748773676_sc,137536.0449926677
1505582288748773676_st,82112.93581743636
1505707263781865790_sc,256944.6448265857
1505707263781865790_st,45891.62587860034
1507725753842469617_sc,245919.1652511343
1507725753842469617_st,66736.69186068079
1509545633114961619_sc,246148.97366152672
1509545633114961619_st,237142.19330298825
1513880118499895475_sc,249616.48542224476
1513880118499895475_st,73076.1994847032
151719194698470862_sc,148949.4277032849
151719194698470862_st,60400.492565760105
1519771825716243940_sc,114000.52658333203
1519771825716243940_st,47841.919570364684
1521407447410849866_sc,135193.68142383496
1521407447410849866_st,52445.34714067336
1522064661862584327_sc,159963.69772293052
1522064661862584327_st,144272.57739445704
1522174467525920419_sc,249616.48542224476
1522174467525920419_st,93755.84746417243
1522517226455603717_sc,254881.14014719764
1522517226455603717_st,239442.15009671904
1526533209361572178_sc,146445.04052996004
1526533209361572178_st,239756.9773993506
1526589386802120877_sc,252826.56991094185
1526589386802120877_st,237722.08062783952
1532920640971142763_sc,150974.28202989235
1532920640971142763_st,93113.53640489707
1535179488604428892_sc,246148.97366152672
1535179488604428892_st,237142.19330298825
1540895757038675521_sc,254643.02129288577
1540895757038675521_st,31758.699206079207
1541360754262871055_sc,246148.97366152672
1541360754262871055_st,237142.19330298825
1541943482926064403_sc,109509.44308372377
1541943482926064403_st,121991.30269592504
1542252940507519186_sc,246148.97366152672
1542252940507519186_st,237142.19330298825
1544952069069412264_sc,246148.97366152672
1544952069069412264_st,237142.19330298825
1546380888258110620_sc,147858.92239901528
1546380888258110620_st,237142.19330298825
1552048892636076688_sc,141981.04951112103
1552048892636076688_st,40112.217823574014
1554217736630697432_sc,245919.1652511343
1554217736630697432_st,42926.17330104682
1557657670234529677_sc,246148.97366152672
1557657670234529677_st,237142.19330298825
1559985950264706026_sc,254234.30239739476
1559985950264706026_st,43905.242847272224
1563149421968177217_sc,253777.93946974762
1563149421968177217_st,240412.91728508114
1568239518763418505_sc,201807.75070273373
1568239518763418505_st,103388.63966201757
1571815441379711120_sc,245919.1652511343
1571815441379711120_st,39795.92212574236
1572073024204691574_sc,246600.66345034377
1572073024204691574_st,94593.19319541755
15755635624013585_sc,247912.33023940696
15755635624013585_st,35861.23288033911
1578493458135285912_sc,252963.44297653274
1578493458135285912_st,51092.39888739398
1579648092439095955_sc,246148.97366152672
1579648092439095955_st,237142.19330298825
1582245318038800705_sc,253864.81067581454
1582245318038800705_st,48387.10872374873
1585273182248364632_sc,50134.74848056969
1585273182248364632_st,239243.57128553052
1586011569157541229_sc,254844.98051236052
1586011569157541229_st,239784.20190592957
1586308550876044716_sc,246148.97366152672
1586308550876044716_st,237142.19330298825
15864059592995091_sc,144280.5237745286
15864059592995091_st,38618.14710717411
158642282115857939_sc,253488.55909520885
158642282115857939_st,83942.67390837369
1587423418122753177_sc,139866.19945514636
1587423418122753177_st,33182.46902168417
1592232433995993602_sc,103082.88355081626
1592232433995993602_st,91865.12761093832
1593315082014178993_sc,248651.4599927696
1593315082014178993_st,87185.80685530168
1594304834872461088_sc,253093.38907413694
1594304834872461088_st,87361.01431039842
1595135091194264808_sc,246148.97366152672
1595135091194264808_st,237142.19330298825
1595181852111961835_sc,246904.9150009655
1595181852111961835_st,58915.61909890297
1598279014358140630_sc,245919.1652511343
1598279014358140630_st,39795.92212574236
1609139111614355686_sc,70487.63988366716
1609139111614355686_st,153869.06466003563
1609275904163020719_sc,258987.92746839073
1609275904163020719_st,83588.61639591979
1609949567718682385_sc,242459.50949056557
1609949567718682385_st,75809.66592232154
1610107188799256895_sc,249317.49391655423
1610107188799256895_st,54720.28546288615
1610494654440971107_sc,249255.07576998998
1610494654440971107_st,82646.87739380228
1610631182235861036_sc,249688.7330473969
1610631182235861036_st,58574.08949068158
1610830018249632088_sc,254460.94503913049
1610830018249632088_st,38651.975338354496
1619005863892213340_sc,254145.6659754113
1619005863892213340_st,35479.237879472916
1620044022477258303_sc,145355.08426560773
1620044022477258303_st,34763.25389930397
162252644031331242_sc,246148.97366152672
162252644031331242_st,237142.19330298825
1624621636247371157_sc,245919.1652511343
1624621636247371157_st,62967.9989592089
1624675199747986180_sc,212417.10249218834
1624675199747986180_st,72040.97026199997
1625527770358623312_sc,58540.52802328112
1625527770358623312_st,68176.15943607406
1626122822972650492_sc,246044.66791462954
1626122822972650492_st,72742.07079999227
1626240234331226893_sc,257054.2298817225
1626240234331226893_st,89918.76151679344
1628314475685116126_sc,103549.1196016712
1628314475685116126_st,41257.95029186078
1631312698088948141_sc,249388.28452938763
1631312698088948141_st,53817.32185268878
1632976817520709726_sc,245941.56148785373
1632976817520709726_st,67851.22332017681
1634650407908315198_sc,152336.0035493208
1634650407908315198_st,237142.19330298825
1634912018741747313_sc,140304.55637722058
1634912018741747313_st,236758.06501351457
1635806999972794207_sc,94380.01121412098
1635806999972794207_st,157537.38889906535
1638155133101635232_sc,249388.28452938763
1638155133101635232_st,91315.0765544447
1640419309626397644_sc,249616.48542224476
1640419309626397644_st,93114.33031615701
1644684818861378247_sc,249026.87487713282
1644684818861378247_st,41757.74316881155
1645117383971795261_sc,249359.03646900694
1645117383971795261_st,238185.54473500917
1645448724794614846_sc,254866.7073268905
1645448724794614846_st,239442.15009671904
1646244151176203402_sc,244857.74516372578
1646244151176203402_st,58472.5515821371
1647303115721594711_sc,246148.97366152672
1647303115721594711_st,237142.19330298825
1648484391049043683_sc,249616.48542224476
1648484391049043683_st,47421.36659886725
1649462786324867670_sc,219789.02472393168
1649462786324867670_st,73068.47869852859
1649470682218050050_sc,180861.75448795516
1649470682218050050_st,238933.16119184816
165054203039707364_sc,229641.33440098268
165054203039707364_st,239784.20190592957
1651298545102448143_sc,85562.98190463381
1651298545102448143_st,101520.94826127427
1652973856044692882_sc,50921.95229403494
1652973856044692882_st,82905.78587336186
1654414320062233188_sc,254348.0951304139
1654414320062233188_st,39415.79858597548
1654931404191930561_sc,45940.42871968575
1654931404191930561_st,67616.73055883693
1656202871077543672_sc,249292.82024367337
1656202871077543672_st,61880.590886355865
166111167582199775_sc,145000.6376387694
166111167582199775_st,140886.73665941742
1672980903727097060_sc,163131.4824131415
1672980903727097060_st,53791.77424886457
1675618435344112751_sc,246148.97366152672
1675618435344112751_st,237142.19330298825
167645149541424501_sc,207463.7668167268
167645149541424501_st,34279.25171175923
1676599343673733996_sc,249317.49391655423
1676599343673733996_st,42275.52687886269
1677397424183807063_sc,23954.79502499955
1677397424183807063_st,238903.0813840784
1678574764210748596_sc,245005.65308363948
1678574764210748596_st,36374.09612214056
1680454818764604919_sc,246148.97366152672
1680454818764604919_st,100214.08692653735
1683583979368839453_sc,228523.05912176214
1683583979368839453_st,97427.85192100618
1683636821685901692_sc,31268.782250269804
1683636821685901692_st,238771.55409716844
1683915131500129075_sc,246600.66345034377
1683915131500129075_st,94043.43559749321
1686771719211427260_sc,249616.48542224476
1686771719211427260_st,99771.98550483369
1686829829798908901_sc,77738.03455527932
1686829829798908901_st,87035.70839810424
1688759174245788636_sc,145932.24924591227
1688759174245788636_st,236274.11764509353
1689253659802783461_sc,256432.43604592548
1689253659802783461_st,93509.9013585971
1694964200543302757_sc,249388.28452938763
1694964200543302757_st,84539.85416996849
1695017415660355067_sc,249388.28452938763
1695017415660355067_st,82178.09688366458
1695705421328710963_sc,248651.4599927696
1695705421328710963_st,35586.67145832167
169673203379774697_sc,252108.70164571065
169673203379774697_st,94208.46663291755
1697296672196475600_sc,135974.59608019193
1697296672196475600_st,82864.74088708097
1698798402698483317_sc,246148.97366152672
1698798402698483317_st,237142.19330298825
1705620787460316875_sc,254900.03343485
1705620787460316875_st,89345.70567390489
1706216513788387104_sc,140506.271451479
1706216513788387104_st,39976.06159466821
1706794130450981051_sc,145920.82998414445
1706794130450981051_st,44671.66570392408
1713284802794931603_sc,75847.83963889362
1713284802794931603_st,81746.61405680809
1713575180422828175_sc,22577.765491481397
1713575180422828175_st,68306.9819886321
1717184228785145942_sc,175649.6768674644
1717184228785145942_st,75136.10324663456
171749671026400972_sc,242907.06257189377
171749671026400972_st,38409.87406552277
1718964734813976566_sc,249255.07576998998
1718964734813976566_st,73088.12158085847
1722479355356580286_sc,246600.66345034377
1722479355356580286_st,86998.21955981718
